Pokemon,Fast Move,Charged Move,DPS,TDO,DPS^3*TDO,CP,HP,ATT,DEF,STA
Duskull,Astonish,Shadow Sneak,3.584,44,2,706,,,,
Shadow Duskull,Hex,Ominous Wind,4.947,50.6,6.1,706,,,,
Shadow Duskull,Astonish,Ominous Wind,4.836,49.5,5.6,706,,,,
Shadow Duskull,Hex,Night Shade,4.695,48.1,5,706,,,,
Shadow Duskull,Astonish,Night Shade,4.555,46.6,4.4,706,,,,
Shadow Duskull,Hex,Shadow Sneak,4.373,44.8,3.7,706,,,,
Shadow Duskull,Astonish,Shadow Sneak,4.272,43.7,3.4,706,,,,
Shadow Duskull,Hex,Frustration,1.51,15.5,0.1,706,,,,
Shadow Duskull,Astonish,Frustration,1.51,15.5,0.1,706,,,,
Venipede,Bug Bite,Sludge Bomb,6.561,60.7,17.1,706,,,,
Venipede,Poison Sting,Sludge Bomb,6.127,56.7,13,706,,,,
Venipede,Bug Bite,Signal Beam,5.71,52.9,9.8,706,,,,
Venipede,Poison Sting,Signal Beam,5.335,49.4,7.5,706,,,,
Venipede,Bug Bite,Gyro Ball,4.992,46.2,5.7,706,,,,
Venipede,Poison Sting,Gyro Ball,4.654,43.1,4.3,706,,,,
Starly,Tackle,Aerial Ace,6.746,46.1,14.2,719,,,,
Starly,Quick Attack,Aerial Ace,6.693,45.8,13.7,719,,,,
Starly,Tackle,Brave Bird,6.191,42.3,10,719,,,,
Starly,Quick Attack,Brave Bird,6.137,42,9.7,719,,,,
Bidoof,Tackle,Hyper Fang,6.295,64.6,16.1,721,,,,
Bidoof,Tackle,Grass Knot,5.938,60.9,12.8,721,,,,
Bidoof,Take Down,Hyper Fang,5.193,53.3,7.5,721,,,,
Bidoof,Take Down,Grass Knot,4.888,50.2,5.9,721,,,,
Bidoof,Tackle,Crunch,4.876,50,5.8,721,,,,
Bidoof,Take Down,Crunch,4.335,44.5,3.6,721,,,,
Jigglypuff,Pound,Play Rough,7.189,74.3,27.6,724,,,,
Jigglypuff,Pound,Dazzling Gleam,7.043,72.8,25.4,724,,,,
Jigglypuff,Feint Attack,Play Rough,6.816,70.5,22.3,724,,,,
Jigglypuff,Feint Attack,Dazzling Gleam,6.745,69.7,21.4,724,,,,
Jigglypuff,Pound,Body Slam,6.492,67.1,18.4,724,,,,
Jigglypuff,Feint Attack,Body Slam,6.151,63.6,14.8,724,,,,
Jigglypuff,Pound,Gyro Ball,5.313,54.9,8.2,724,,,,
Jigglypuff,Pound,Disarming Voice,5.171,53.5,7.4,724,,,,
Jigglypuff,Feint Attack,Disarming Voice,5.146,53.2,7.2,724,,,,
Jigglypuff,Feint Attack,Gyro Ball,5.005,51.7,6.5,724,,,,
Ledyba,Bug Bite,Aerial Ace,5.029,62.7,8,728,,,,
Ledyba,Tackle,Aerial Ace,4.743,59.1,6.3,728,,,,
Ledyba,Bug Bite,Silver Wind,4.588,57.2,5.5,728,,,,
Ledyba,Tackle,Silver Wind,4.406,54.9,4.7,728,,,,
Ledyba,Bug Bite,Swift,4.144,51.6,3.7,728,,,,
Ledyba,Tackle,Swift,3.857,48.1,2.8,728,,,,
Alolan Rattata,Quick Attack,Hyper Fang,7.444,51.4,21.2,734,,,,
Alolan Rattata,Tackle,Hyper Fang,7.419,51.2,20.9,734,,,,
Alolan Rattata,Tackle,Shadow Ball,7.064,48.8,17.2,734,,,,
Alolan Rattata,Quick Attack,Shadow Ball,7.054,48.7,17.1,734,,,,
Alolan Rattata,Tackle,Crunch,6.769,46.7,14.5,734,,,,
Alolan Rattata,Quick Attack,Crunch,6.719,46.4,14.1,734,,,,
Rattata,Quick Attack,Return,7.918,54.6,27.1,734,,,,
Rattata,Tackle,Return,7.841,54.1,26.1,734,,,,
Rattata,Quick Attack,Hyper Fang,7.444,51.4,21.2,734,,,,
Rattata,Tackle,Hyper Fang,7.419,51.2,20.9,734,,,,
Rattata,Tackle,Body Slam,7.029,48.5,16.8,734,,,,
Rattata,Quick Attack,Body Slam,7,48.3,16.6,734,,,,
Rattata,Tackle,Dig,5.612,38.7,6.8,734,,,,
Rattata,Quick Attack,Dig,5.524,38.1,6.4,734,,,,
Shadow Rattata,Quick Attack,Hyper Fang,8.974,51.6,37.3,734,,,,
Shadow Rattata,Tackle,Hyper Fang,8.923,51.3,36.5,734,,,,
Shadow Rattata,Tackle,Body Slam,8.486,48.8,29.8,734,,,,
Shadow Rattata,Quick Attack,Body Slam,8.469,48.7,29.6,734,,,,
Shadow Rattata,Tackle,Dig,6.706,38.6,11.6,734,,,,
Shadow Rattata,Quick Attack,Dig,6.626,38.1,11.1,734,,,,
Shadow Rattata,Tackle,Frustration,2.348,13.5,0.2,734,,,,
Shadow Rattata,Quick Attack,Frustration,2.348,13.5,0.2,734,,,,
Skitty,Tackle,Wild Charge,6.08,60.3,13.5,739,,,,
Skitty,Feint Attack,Wild Charge,5.682,56.3,10.3,739,,,,
Skitty,Tackle,Dig,4.819,47.8,5.3,739,,,,
Skitty,Feint Attack,Dig,4.563,45.2,4.3,739,,,,
Skitty,Tackle,Disarming Voice,4.38,43.4,3.7,739,,,,
Skitty,Feint Attack,Disarming Voice,4.212,41.8,3.1,739,,,,
Swinub,Tackle,Rock Slide,5.643,50,9,741,,,,
Swinub,Tackle,Body Slam,5.462,48.4,7.9,741,,,,
Swinub,Powder Snow,Rock Slide,5.34,47.3,7.2,741,,,,
Swinub,Tackle,Icy Wind,5.215,46.2,6.6,741,,,,
Swinub,Powder Snow,Body Slam,5.148,45.6,6.2,741,,,,
Swinub,Powder Snow,Icy Wind,4.993,44.2,5.5,741,,,,
Meowth,Scratch,Return,7.365,64.2,25.6,748,,,,
Meowth,Bite,Return,6.869,59.8,19.4,748,,,,
Meowth,Scratch,Body Slam,6.604,57.5,16.6,748,,,,
Meowth,Scratch,Foul Play,6.373,55.5,14.4,748,,,,
Meowth,Bite,Body Slam,6.27,54.6,13.5,748,,,,
Meowth,Bite,Foul Play,5.951,51.8,10.9,748,,,,
Meowth,Scratch,Dark Pulse,5.882,51.2,10.4,748,,,,
Meowth,Scratch,Night Slash,5.55,48.4,8.3,748,,,,
Meowth,Bite,Dark Pulse,5.531,48.2,8.2,748,,,,
Meowth,Bite,Night Slash,5.247,45.7,6.6,748,,,,
Shadow Meowth,Scratch,Body Slam,7.943,57.7,28.9,748,,,,
Shadow Meowth,Scratch,Foul Play,7.604,55.2,24.3,748,,,,
Shadow Meowth,Bite,Body Slam,7.566,54.9,23.8,748,,,,
Shadow Meowth,Bite,Foul Play,7.111,51.6,18.6,748,,,,
Shadow Meowth,Scratch,Dark Pulse,7.007,50.9,17.5,748,,,,
Shadow Meowth,Scratch,Night Slash,6.606,48,13.8,748,,,,
Shadow Meowth,Bite,Dark Pulse,6.605,48,13.8,748,,,,
Shadow Meowth,Bite,Night Slash,6.268,45.5,11.2,748,,,,
Shadow Meowth,Bite,Frustration,2.153,15.6,0.2,748,,,,
Shadow Meowth,Scratch,Frustration,2.153,15.6,0.2,748,,,,
Taillow,Quick Attack,Aerial Ace,6.936,49.4,16.5,765,,,,
Taillow,Peck,Aerial Ace,6.731,47.9,14.6,765,,,,
Wingull,Water Gun,Ice Beam,6.599,47,13.5,765,,,,
Wingull,Water Gun,Water Pulse,6.402,45.6,12,765,,,,
Wingull,Water Gun,Air Cutter,6.291,44.8,11.2,765,,,,
Wingull,Quick Attack,Ice Beam,6.289,44.8,11.1,765,,,,
Wingull,Quick Attack,Water Pulse,6.075,43.3,9.7,765,,,,
Wingull,Quick Attack,Air Cutter,5.923,42.2,8.8,765,,,,
Nincada,Bug Bite,Bug Buzz,5.508,64.1,10.7,768,,,,
Nincada,Scratch,Bug Buzz,5.247,61.1,8.8,768,,,,
Nincada,Bug Bite,Aerial Ace,4.803,55.9,6.2,768,,,,
Nincada,Bug Bite,Night Slash,4.743,55.2,5.9,768,,,,
Nincada,Scratch,Aerial Ace,4.666,54.3,5.5,768,,,,
Nincada,Scratch,Night Slash,4.608,53.7,5.2,768,,,,
Purrloin,Sucker Punch,Dark Pulse,6.645,55.2,16.2,772,,,,
Purrloin,Scratch,Dark Pulse,6.509,54.1,14.9,772,,,,
Purrloin,Sucker Punch,Play Rough,6.46,53.7,14.5,772,,,,
Purrloin,Scratch,Play Rough,6.342,52.7,13.4,772,,,,
Purrloin,Sucker Punch,Night Slash,6.267,52.1,12.8,772,,,,
Purrloin,Scratch,Night Slash,6.206,51.5,12.3,772,,,,
Baltoy,Confusion,Dig,4.92,64.1,7.6,787,,,,
Baltoy,Extrasensory,Dig,4.881,63.6,7.4,787,,,,
Baltoy,Confusion,Psybeam,4.774,62.2,6.8,787,,,,
Baltoy,Extrasensory,Psybeam,4.71,61.3,6.4,787,,,,
Baltoy,Confusion,Gyro Ball,4.588,59.8,5.8,787,,,,
Baltoy,Extrasensory,Gyro Ball,4.51,58.7,5.4,787,,,,
Patrat,Tackle,Hyper Fang,7.265,63.4,24.3,791,,,,
Patrat,Bite,Hyper Fang,7.018,61.3,21.2,791,,,,
Patrat,Tackle,Grass Knot,6.857,59.9,19.3,791,,,,
Patrat,Bite,Grass Knot,6.649,58.1,17.1,791,,,,
Patrat,Tackle,Dig,5.443,47.5,7.7,791,,,,
Patrat,Bite,Dig,5.384,47,7.3,791,,,,
Surskit,Bug Bite,Signal Beam,6.33,60.5,15.3,791,,,,
Surskit,Bug Bite,Bubble Beam,6.129,58.6,13.5,791,,,,
Surskit,Bubble,Signal Beam,5.941,56.8,11.9,791,,,,
Surskit,Bubble,Bubble Beam,5.77,55.1,10.6,791,,,,
Surskit,Bug Bite,Aqua Jet,5.165,49.4,6.8,791,,,,
Surskit,Bubble,Aqua Jet,4.901,46.8,5.5,791,,,,
Alolan Meowth,Bite,Foul Play,7.399,64.5,26.1,797,,,,
Alolan Meowth,Scratch,Foul Play,6.95,60.5,20.3,797,,,,
Alolan Meowth,Bite,Dark Pulse,6.896,60.1,19.7,797,,,,
Alolan Meowth,Bite,Night Slash,6.542,57,16,797,,,,
Alolan Meowth,Scratch,Dark Pulse,6.523,56.8,15.8,797,,,,
Alolan Meowth,Scratch,Night Slash,6.219,54.2,13,797,,,,
Spearow,Quick Attack,Sky Attack,8.995,63.2,46,798,,,,
Spearow,Peck,Sky Attack,8.467,59.5,36.1,798,,,,
Spearow,Quick Attack,Drill Peck,7.971,56,28.4,798,,,,
Spearow,Peck,Drill Peck,7.709,54.2,24.8,798,,,,
Spearow,Quick Attack,Aerial Ace,7.273,51.1,19.7,798,,,,
Spearow,Peck,Aerial Ace,7.06,49.6,17.5,798,,,,
Spearow,Quick Attack,Twister,4.971,34.9,4.3,798,,,,
Spearow,Peck,Twister,4.901,34.4,4.1,798,,,,
Shroomish,Tackle,Grass Knot,5.857,86.4,17.4,810,,,,
Shroomish,Bullet Seed,Grass Knot,5.659,83.5,15.1,810,,,,
Shroomish,Tackle,Seed Bomb,5.235,77.2,11.1,810,,,,
Shroomish,Bullet Seed,Seed Bomb,5.006,73.8,9.3,810,,,,
Shroomish,Tackle,Energy Ball,4.876,71.9,8.3,810,,,,
Shroomish,Bullet Seed,Energy Ball,4.646,68.5,6.9,810,,,,
Tynamo,Tackle,Struggle,4.503,36.6,3.3,811,,,,
Tynamo,Spark,Struggle,4.457,36.2,3.2,811,,,,
Nidoran♀,Poison Sting,Sludge Bomb,6.538,76,21.2,816,,,,
Nidoran♀,Bite,Sludge Bomb,6.481,75.3,20.5,816,,,,
Nidoran♀,Bite,Return,5.974,69.4,14.8,816,,,,
Nidoran♀,Poison Sting,Return,5.913,68.7,14.2,816,,,,
Nidoran♀,Bite,Body Slam,5.321,61.8,9.3,816,,,,
Nidoran♀,Poison Sting,Body Slam,5.186,60.3,8.4,816,,,,
Nidoran♀,Bite,Poison Fang,5.061,58.8,7.6,816,,,,
Nidoran♀,Poison Sting,Poison Fang,4.88,56.7,6.6,816,,,,
Shadow Nidoran♀,Poison Sting,Sludge Bomb,7.894,76.4,37.6,816,,,,
Shadow Nidoran♀,Bite,Sludge Bomb,7.808,75.6,36,816,,,,
Shadow Nidoran♀,Bite,Body Slam,6.363,61.6,15.9,816,,,,
Shadow Nidoran♀,Poison Sting,Body Slam,6.229,60.3,14.6,816,,,,
Shadow Nidoran♀,Bite,Poison Fang,6.022,58.3,12.7,816,,,,
Shadow Nidoran♀,Poison Sting,Poison Fang,5.836,56.5,11.2,816,,,,
Shadow Nidoran♀,Bite,Frustration,1.747,16.9,0.1,816,,,,
Shadow Nidoran♀,Poison Sting,Frustration,1.747,16.9,0.1,816,,,,
Spinarak,Bug Bite,Cross Poison,7.048,58.1,20.3,816,,,,
Spinarak,Bug Bite,Signal Beam,7.038,58,20.2,816,,,,
Spinarak,Poison Sting,Signal Beam,6.627,54.6,15.9,816,,,,
Spinarak,Poison Sting,Cross Poison,6.606,54.5,15.7,816,,,,
Spinarak,Bug Bite,Night Slash,5.992,49.4,10.6,816,,,,
Spinarak,Poison Sting,Night Slash,5.662,46.7,8.5,816,,,,
Makuhita,Tackle,Cross Chop,6.552,59.9,16.9,817,,,,
Makuhita,Rock Smash,Cross Chop,6.54,59.8,16.7,817,,,,
Makuhita,Tackle,Heavy Slam,6.434,58.8,15.7,817,,,,
Makuhita,Rock Smash,Heavy Slam,6.43,58.8,15.6,817,,,,
Makuhita,Rock Smash,Low Sweep,5.961,54.5,11.5,817,,,,
Makuhita,Tackle,Low Sweep,5.92,54.1,11.2,817,,,,
Barboach,Water Gun,Aqua Tail,6.497,66.5,18.2,819,,,,
Barboach,Water Gun,Mud Bomb,6.313,64.6,16.3,819,,,,
Barboach,Mud Shot,Aqua Tail,6.283,64.3,15.9,819,,,,
Barboach,Mud Shot,Mud Bomb,6.119,62.6,14.3,819,,,,
Barboach,Water Gun,Ice Beam,5.891,60.3,12.3,819,,,,
Barboach,Mud Shot,Ice Beam,5.66,57.9,10.5,819,,,,
Swablu,Peck,Aerial Ace,4.863,70.9,8.2,824,,,,
Swablu,Peck,Ice Beam,4.646,67.8,6.8,824,,,,
Swablu,Astonish,Aerial Ace,4.523,66,6.1,824,,,,
Swablu,Astonish,Ice Beam,4.255,62.1,4.8,824,,,,
Swablu,Peck,Disarming Voice,3.845,56.1,3.2,824,,,,
Swablu,Astonish,Disarming Voice,3.556,51.9,2.3,824,,,,
Poliwag,Bubble,Return,6.698,60.9,18.3,829,,,,
Poliwag,Mud Shot,Return,6.302,57.3,14.3,829,,,,
Poliwag,Bubble,Bubble Beam,6.198,56.3,13.4,829,,,,
Poliwag,Mud Shot,Bubble Beam,5.959,54.2,11.5,829,,,,
Poliwag,Bubble,Body Slam,5.887,53.5,10.9,829,,,,
Poliwag,Bubble,Mud Bomb,5.701,51.8,9.6,829,,,,
Poliwag,Mud Shot,Body Slam,5.641,51.3,9.2,829,,,,
Poliwag,Mud Shot,Mud Bomb,5.489,49.9,8.2,829,,,,
Shadow Poliwag,Bubble,Bubble Beam,7.494,56.8,23.9,829,,,,
Shadow Poliwag,Mud Shot,Bubble Beam,7.205,54.6,20.4,829,,,,
Shadow Poliwag,Bubble,Body Slam,7.105,53.8,19.3,829,,,,
Shadow Poliwag,Bubble,Mud Bomb,6.88,52.1,17,829,,,,
Shadow Poliwag,Mud Shot,Body Slam,6.804,51.5,16.2,829,,,,
Shadow Poliwag,Mud Shot,Mud Bomb,6.626,50.2,14.6,829,,,,
Shadow Poliwag,Bubble,Frustration,1.969,14.9,0.1,829,,,,
Shadow Poliwag,Mud Shot,Frustration,1.969,14.9,0.1,829,,,,
Ditto,Transform,Struggle,1.513,16.6,0.1,832,,,,
Shelmet,Infestation,Bug Buzz,4.785,78.2,8.6,834,,,,
Shelmet,Infestation,Signal Beam,4.747,77.6,8.3,834,,,,
Shelmet,Acid,Bug Buzz,4.745,77.6,8.3,834,,,,
Shelmet,Acid,Signal Beam,4.701,76.9,8,834,,,,
Shelmet,Infestation,Body Slam,4.349,71.1,5.9,834,,,,
Shelmet,Acid,Body Slam,4.347,71.1,5.8,834,,,,
Tympole,Bubble,Water Pulse,5.744,56.3,10.7,839,,,,
Tympole,Bubble,Mud Bomb,5.615,55.1,9.8,839,,,,
Tympole,Mud Shot,Water Pulse,5.517,54.1,9.1,839,,,,
Tympole,Mud Shot,Mud Bomb,5.418,53.2,8.5,839,,,,
Tympole,Bubble,Sludge Wave,5.23,51.3,7.3,839,,,,
Tympole,Mud Shot,Sludge Wave,4.858,47.7,5.5,839,,,,
Luvdisc,Water Gun,Water Pulse,5.032,69.9,8.9,848,,,,
Luvdisc,Water Gun,Draining Kiss,4.592,63.8,6.2,848,,,,
Luvdisc,Water Gun,Aqua Jet,4.552,63.2,6,848,,,,
Luvdisc,Splash,Water Pulse,3.207,44.6,1.5,848,,,,
Luvdisc,Splash,Aqua Jet,3.003,41.7,1.1,848,,,,
Luvdisc,Splash,Draining Kiss,2.562,35.6,0.6,848,,,,
Pidove,Quick Attack,Aerial Ace,6.408,64.2,16.9,848,,,,
Pidove,Air Slash,Aerial Ace,6.287,63,15.7,848,,,,
Pidove,Quick Attack,Air Cutter,5.799,58.1,11.3,848,,,,
Pidove,Air Slash,Air Cutter,5.718,57.3,10.7,848,,,,
Pidove,Quick Attack,Heat Wave,5.259,52.7,7.7,848,,,,
Pidove,Air Slash,Heat Wave,5.209,52.2,7.4,848,,,,
Snivy,Vine Whip,Seed Bomb,6.343,76.8,19.6,849,,,,
Snivy,Tackle,Seed Bomb,5.932,71.8,15,849,,,,
Snivy,Vine Whip,Energy Ball,5.899,71.4,14.7,849,,,,
Snivy,Tackle,Energy Ball,5.515,66.8,11.2,849,,,,
Snivy,Vine Whip,Wrap,5.03,60.9,7.8,849,,,,
Snivy,Tackle,Wrap,4.703,56.9,5.9,849,,,,
Budew,Razor Leaf,Grass Knot,6.842,79.5,25.5,856,,,,
Budew,Hidden Power (Grass),Grass Knot,6.538,76,21.2,856,,,,
Budew,Hidden Power (Poison),Grass Knot,6.538,76,21.2,856,,,,
Budew,Hidden Power,Grass Knot,6.538,76,21.2,856,,,,
Budew,Hidden Power,Grass Knot,6.538,76,21.2,856,,,,
Budew,Hidden Power (Fire),Grass Knot,6.226,72.3,17.5,856,,,,
Budew,Hidden Power (Fighting),Grass Knot,6.226,72.3,17.5,856,,,,
Budew,Hidden Power (Water),Grass Knot,6.226,72.3,17.5,856,,,,
Budew,Hidden Power (Flying),Grass Knot,6.226,72.3,17.5,856,,,,
Budew,Hidden Power (Electric),Grass Knot,6.226,72.3,17.5,856,,,,
Budew,Hidden Power (Ground),Grass Knot,6.226,72.3,17.5,856,,,,
Budew,Hidden Power (Psychic),Grass Knot,6.226,72.3,17.5,856,,,,
Budew,Hidden Power (Rock),Grass Knot,6.226,72.3,17.5,856,,,,
Budew,Hidden Power (Ice),Grass Knot,6.226,72.3,17.5,856,,,,
Budew,Hidden Power (Bug),Grass Knot,6.226,72.3,17.5,856,,,,
Budew,Hidden Power (Dragon),Grass Knot,6.226,72.3,17.5,856,,,,
Budew,Hidden Power (Ghost),Grass Knot,6.226,72.3,17.5,856,,,,
Budew,Hidden Power (Dark),Grass Knot,6.226,72.3,17.5,856,,,,
Budew,Hidden Power (Steel),Grass Knot,6.226,72.3,17.5,856,,,,
Budew,Hidden Power,Grass Knot,6.226,72.3,17.5,856,,,,
Budew,Hidden Power,Grass Knot,6.226,72.3,17.5,856,,,,
Budew,Hidden Power,Grass Knot,6.226,72.3,17.5,856,,,,
Budew,Hidden Power,Grass Knot,6.226,72.3,17.5,856,,,,
Budew,Hidden Power,Grass Knot,6.226,72.3,17.5,856,,,,
Budew,Hidden Power,Grass Knot,6.226,72.3,17.5,856,,,,
Budew,Hidden Power,Grass Knot,6.226,72.3,17.5,856,,,,
Budew,Hidden Power,Grass Knot,6.226,72.3,17.5,856,,,,
Budew,Hidden Power,Grass Knot,6.226,72.3,17.5,856,,,,
Budew,Hidden Power,Grass Knot,6.226,72.3,17.5,856,,,,
Budew,Hidden Power,Grass Knot,6.226,72.3,17.5,856,,,,
Budew,Hidden Power,Grass Knot,6.226,72.3,17.5,856,,,,
Budew,Hidden Power,Grass Knot,6.226,72.3,17.5,856,,,,
Budew,Hidden Power,Grass Knot,6.226,72.3,17.5,856,,,,
Budew,Razor Leaf,Energy Ball,5.872,68.2,13.8,856,,,,
Budew,Hidden Power (Grass),Energy Ball,5.492,63.8,10.6,856,,,,
Budew,Hidden Power (Poison),Energy Ball,5.492,63.8,10.6,856,,,,
Budew,Hidden Power,Energy Ball,5.492,63.8,10.6,856,,,,
Budew,Hidden Power,Energy Ball,5.492,63.8,10.6,856,,,,
Budew,Hidden Power (Fire),Energy Ball,5.239,60.9,8.8,856,,,,
Budew,Hidden Power (Fighting),Energy Ball,5.239,60.9,8.8,856,,,,
Budew,Hidden Power (Water),Energy Ball,5.239,60.9,8.8,856,,,,
Budew,Hidden Power (Flying),Energy Ball,5.239,60.9,8.8,856,,,,
Budew,Hidden Power (Electric),Energy Ball,5.239,60.9,8.8,856,,,,
Budew,Hidden Power (Ground),Energy Ball,5.239,60.9,8.8,856,,,,
Budew,Hidden Power (Psychic),Energy Ball,5.239,60.9,8.8,856,,,,
Budew,Hidden Power (Rock),Energy Ball,5.239,60.9,8.8,856,,,,
Budew,Hidden Power (Ice),Energy Ball,5.239,60.9,8.8,856,,,,
Budew,Hidden Power (Bug),Energy Ball,5.239,60.9,8.8,856,,,,
Budew,Hidden Power (Dragon),Energy Ball,5.239,60.9,8.8,856,,,,
Budew,Hidden Power (Ghost),Energy Ball,5.239,60.9,8.8,856,,,,
Budew,Hidden Power (Dark),Energy Ball,5.239,60.9,8.8,856,,,,
Budew,Hidden Power (Steel),Energy Ball,5.239,60.9,8.8,856,,,,
Budew,Hidden Power,Energy Ball,5.239,60.9,8.8,856,,,,
Budew,Hidden Power,Energy Ball,5.239,60.9,8.8,856,,,,
Budew,Hidden Power,Energy Ball,5.239,60.9,8.8,856,,,,
Budew,Hidden Power,Energy Ball,5.239,60.9,8.8,856,,,,
Budew,Hidden Power,Energy Ball,5.239,60.9,8.8,856,,,,
Budew,Hidden Power,Energy Ball,5.239,60.9,8.8,856,,,,
Budew,Hidden Power,Energy Ball,5.239,60.9,8.8,856,,,,
Budew,Hidden Power,Energy Ball,5.239,60.9,8.8,856,,,,
Budew,Hidden Power,Energy Ball,5.239,60.9,8.8,856,,,,
Budew,Hidden Power,Energy Ball,5.239,60.9,8.8,856,,,,
Budew,Hidden Power,Energy Ball,5.239,60.9,8.8,856,,,,
Budew,Hidden Power,Energy Ball,5.239,60.9,8.8,856,,,,
Budew,Hidden Power,Energy Ball,5.239,60.9,8.8,856,,,,
Budew,Hidden Power,Energy Ball,5.239,60.9,8.8,856,,,,
Ducklett,Water Gun,Aerial Ace,5.664,75.5,13.7,856,,,,
Ducklett,Water Gun,Brave Bird,5.603,74.7,13.1,856,,,,
Ducklett,Water Gun,Bubble Beam,5.575,74.3,12.9,856,,,,
Ducklett,Wing Attack,Aerial Ace,5.556,74,12.7,856,,,,
Ducklett,Wing Attack,Bubble Beam,5.449,72.6,11.7,856,,,,
Ducklett,Wing Attack,Brave Bird,5.4,72,11.3,856,,,,
Nidoran♂,Poison Sting,Sludge Bomb,7.694,70.5,32.1,860,,,,
Nidoran♂,Peck,Sludge Bomb,7.195,65.9,24.5,860,,,,
Nidoran♂,Poison Sting,Return,6.938,63.5,21.2,860,,,,
Nidoran♂,Peck,Return,6.401,58.6,15.4,860,,,,
Nidoran♂,Poison Sting,Body Slam,6.109,55.9,12.8,860,,,,
Nidoran♂,Peck,Body Slam,5.801,53.1,10.4,860,,,,
Nidoran♂,Poison Sting,Horn Attack,5.334,48.8,7.4,860,,,,
Nidoran♂,Peck,Horn Attack,5.07,46.4,6,860,,,,
Shadow Nidoran♂,Poison Sting,Sludge Bomb,9.322,71.1,57.6,860,,,,
Shadow Nidoran♂,Peck,Sludge Bomb,8.764,66.9,45,860,,,,
Shadow Nidoran♂,Poison Sting,Body Slam,7.373,56.3,22.5,860,,,,
Shadow Nidoran♂,Peck,Body Slam,7.044,53.8,18.8,860,,,,
Shadow Nidoran♂,Poison Sting,Horn Attack,6.393,48.8,12.7,860,,,,
Shadow Nidoran♂,Peck,Horn Attack,6.116,46.7,10.7,860,,,,
Shadow Nidoran♂,Peck,Frustration,2.028,15.5,0.1,860,,,,
Shadow Nidoran♂,Poison Sting,Frustration,2.028,15.5,0.1,860,,,,
Gulpin,Pound,Gunk Shot,5.655,83.7,15.1,866,,,,
Gulpin,Pound,Sludge,5.363,79.3,12.2,866,,,,
Gulpin,Pound,Ice Beam,5.123,75.8,10.2,866,,,,
Gulpin,Rock Smash,Sludge,4.939,73.1,8.8,866,,,,
Gulpin,Rock Smash,Gunk Shot,4.889,72.3,8.5,866,,,,
Gulpin,Rock Smash,Ice Beam,4.706,69.6,7.3,866,,,,
Minccino,Pound,Thunderbolt,6.695,71.1,21.3,872,,,,
Minccino,Pound,Aqua Tail,6.223,66.1,15.9,872,,,,
Minccino,Charm,Thunderbolt,5.996,63.6,13.7,872,,,,
Minccino,Pound,Swift,5.994,63.6,13.7,872,,,,
Minccino,Charm,Aqua Tail,5.673,60.2,11,872,,,,
Minccino,Charm,Swift,5.424,57.6,9.2,872,,,,
Shinx,Spark,Thunderbolt,8.36,65.5,38.3,876,,,,
Shinx,Spark,Discharge,8.273,64.9,36.7,876,,,,
Shinx,Tackle,Discharge,8.154,63.9,34.7,876,,,,
Shinx,Tackle,Thunderbolt,8.123,63.7,34.1,876,,,,
Shinx,Spark,Swift,5.711,44.8,8.3,876,,,,
Shinx,Tackle,Swift,5.688,44.6,8.2,876,,,,
Blitzle,Spark,Thunderbolt,8.419,66,39.4,882,,,,
Blitzle,Spark,Discharge,8.333,65.3,37.8,882,,,,
Blitzle,Quick Attack,Thunderbolt,8.26,64.8,36.5,882,,,,
Blitzle,Quick Attack,Discharge,8.226,64.5,35.9,882,,,,
Blitzle,Spark,Flame Charge,5.779,45.3,8.7,882,,,,
Blitzle,Quick Attack,Flame Charge,5.73,44.9,8.4,882,,,,
Alolan Vulpix,Powder Snow,Ice Beam,6.159,69.4,16.2,883,,,,
Alolan Vulpix,Zen Headbutt,Ice Beam,6.027,67.9,14.9,883,,,,
Alolan Vulpix,Powder Snow,Blizzard,5.68,64,11.7,883,,,,
Alolan Vulpix,Zen Headbutt,Blizzard,5.493,61.9,10.3,883,,,,
Alolan Vulpix,Zen Headbutt,Dark Pulse,5.17,58.3,8.1,883,,,,
Alolan Vulpix,Powder Snow,Dark Pulse,5.114,57.6,7.7,883,,,,
Shadow Vulpix,Quick Attack,Flamethrower,7.647,71.8,32.1,883,,,,
Shadow Vulpix,Ember,Flamethrower,7.586,71.3,31.1,883,,,,
Shadow Vulpix,Ember,Body Slam,6.608,62.1,17.9,883,,,,
Shadow Vulpix,Quick Attack,Body Slam,6.549,61.5,17.3,883,,,,
Shadow Vulpix,Ember,Flame Charge,6.539,61.4,17.2,883,,,,
Shadow Vulpix,Quick Attack,Flame Charge,6.504,61.1,16.8,883,,,,
Shadow Vulpix,Ember,Frustration,1.895,17.8,0.1,883,,,,
Shadow Vulpix,Quick Attack,Frustration,1.895,17.8,0.1,883,,,,
Vulpix,Quick Attack,Flamethrower,6.368,71.8,18.5,883,,,,
Vulpix,Ember,Flamethrower,6.307,71.1,17.8,883,,,,
Vulpix,Quick Attack,Return,6.181,69.7,16.5,883,,,,
Vulpix,Ember,Return,6.15,69.3,16.1,883,,,,
Vulpix,Ember,Body Slam,5.499,62,10.3,883,,,,
Vulpix,Quick Attack,Body Slam,5.456,61.5,10,883,,,,
Vulpix,Ember,Flame Charge,5.42,61.1,9.7,883,,,,
Vulpix,Quick Attack,Flame Charge,5.391,60.8,9.5,883,,,,
